Favourites.NoMemberFavourites,You have not starred any posts
Favourites.PageTitle,My Favourites
File.SuccessfullyDeleted,File deleted
Following.Categories,Categories you are following
Following.PageTitle,Topics & Categories
Following.Topics,Topics you are following
Google.Error.EnabledButNotAddedKeys,You have enabled social logins but not added the Google id and secret key in the forum.config
Home.LatestDiscussions,Latest Discussions
Home.Rss,Rss
Language.Change,Change Language
Language.Changed,Language Changed
Layout.CreateButton,New Discussion
Layout.Nav.Activity,Activity
Layout.Nav.Admin,Admin
Layout.Nav.Badges,Badges
Layout.Nav.Home,Home
Layout.Nav.Leaderboard,Leaderboard
Layout.Nav.Logon,Log On
Layout.Nav.Register,Register
Layout.Nav.Utilities,Utilities
Layout.PoweredBy,Powered by 
Leaderboard.LeaderboardTitle,Global Leaderboard
Leaderboard.ThisWeeksStars,This Weeks Stars
Leaderboard.ThisYearsStars,This Years Rock Stars
LogOn.LogOff,Log Off
LogOn.LogOn,Log On
Member.HasNewPrivateMessages,You have new unread Private messages
Member.ProfileUpdated,Profile Updated
Members.Admin,Admin
Members.AlreadyRegistered,You are already registered? Why would you want to do it again?
Members.BanUser,Ban User
Members.CantUnlock,User does not exist - cannot unlock.
Members.ChangePassword.Error,The current password is incorrect or the new password is invalid.
Members.ChangePassword.Link,Click here if you want to {0}
Members.ChangePassword.Success,Password Changed
Members.ChangePassword.Text,New passwords are required to be a minimum of {0} characters in length.
Members.ChangePassword.Title,Change Password
Members.DateJoined,Date Joined
Members.DeleteAllPosts,Delete All Posts
Members.EditMember,Edit Member
Members.EditProfile,Edit Profile
Members.Errors.DuplicateEmail,A user name for that e-mail address already exists. Please enter a different e-mail address.
Members.Errors.DuplicateUserName,User name already exists. Please enter a different user name.
Members.Errors.InvalidAnswer,The password retrieval answer provided is invalid. Please check the value and try again.
Members.Errors.InvalidEmail,The e-mail address provided is invalid. Please check the value and try again.
Members.Errors.InvalidPassword,The password provided is invalid. Please enter a valid password value.
Members.Errors.InvalidQuestion,The password retrieval question provided is invalid. Please check the value and try again.
Members.Errors.InvalidUserName,The user name provided is invalid. Please check the value and try again.
Members.Errors.LogonGeneric,Unable to login.
Members.Errors.PasswordAttemptsExceeded,The maximum number of password attempts has been exceeded.
Members.Errors.PasswordIncorrect,The user or password provided is incorrect.
Members.Errors.ProviderError,The authentication provider returned an error. Please verify your entry and try again. If the problem persists please contact your system administrator.
Members.Errors.Unknown,An unknown error occurred. Please verify your entry and try again. If the problem persists please contact your system administrator.
Members.Errors.UserLockedOut,User is locked out.
Members.Errors.UserNotApproved,User has not been approved.
Members.Errors.UserRejected,The user creation request has been canceled. Please verify your entry and try again. If the problem persists please contact your system administrator.
Members.ForgotPassword.Email,You have requested that your password is reset on {0}. Your new password is below
Members.ForgotPassword.ErrorMessage,Error resetting password
Members.ForgotPassword.Link,Forgot your password?
Members.ForgotPassword.Subject,Password Reset
Members.ForgotPassword.SuccessMessage,A new password has been emailed to you
Members.ForgotPassword.Title,Forgot Password
Members.Label.Age,Age
Members.Label.Comment,Comment
Members.Label.ConfirmNewPassword,Confirm New Password
Members.Label.ConfirmPassword,Confirm Password
Members.Label.CurrentPassword,Current Password
Members.Label.DateJoined,Date Joined
Members.Label.DisableEmailNotifications,Disable Email Notifications
Members.Label.EmailAddress,Email address (Used by Gravatar to show your Avatar image)
Members.Label.EmailAddressBlank,Enter your email address
Members.Label.Facebook,Facebook Page
Members.Label.Location,Location
Members.Label.NewPassword,New Password
Members.Label.Password,Password
Members.Label.RememberMe,Remember Me?
Members.Label.Roles,Roles
Members.Label.Signature,Signature
Members.Label.Twitter,Twitter Url
Members.Label.UploadNewAvatar,Upload a new profile image
Members.Label.UserIsApproved,User is Approved
Members.Label.Username,Username
Members.Label.Users,Users
Members.Label.Website,Website
Members.LoginOrText,Or
Members.LogonFacebookButton,Login with Facebook
Members.LogonGoogleButton,Login with Google
Members.LogOnMessage,Please enter your user name and password. Or {0} if you don't have an account
Members.LogonMicrosoftButton,Login with Microsoft
Members.MemberEmailAuthorisation.EmailBody,You have registered on {0} - In order to continue you must confirm your email address by clicking the link below. {1}
Members.MemberEmailAuthorisation.Subject,Email Confirmation
Members.MemberEmailAuthorisationNeeded,We have sent you a confirmation email - please click the confirmation link in your email to approve your account.
Members.MemberEmailAuthorisationNeededMessage,Click the link in your confirmation email to approve your account.
Members.MemberEmailAuthorisationResend,Resend Confirmation Email
Members.MessageMe,Message Me
Members.NewMemberRegistered,New member registered on {0} ({1})
Members.NewMemberSubject,New Member Registered
Members.NowApproved,Your account has now been approved - Thank you
Members.NowBanned,Member is now banned
Members.NowLoggedIn,You are now logged in
Members.NowLoggedOut,You are now logged out
Members.NowRegistered,You are now registered
Members.NowRegisteredNeedApproval,You are now registered. But the forum admin must authorise your account
Members.NowUnBanned,Member is now NOT banned
Members.Points,Points
Members.Profile.Age,Age:
Members.Profile.Badges,Badges
Members.Profile.DiscussionActivity,Discussion Activity
Members.Profile.Facebook,Facebook:
Members.Profile.IsSocialAccount,Social Account
Members.Profile.Joined,Joined:
Members.Profile.LastOnline,Last Online
Members.Profile.Location,Location:
Members.Profile.Points,Points:
Members.Profile.Posts,Posts:
Members.Profile.Twitter,Twitter
Members.Profile.Website,Website
Members.ProfileTitle, Profile
Members.Register,Register
Members.ResetPassword.EmailText,A request has been made to reset your password on {0}. To reset your password follow the link below. If you did not make this request then please ignore this email. No further action is required and your password will not be changed.
Members.ResetPassword.Error,There was an error resetting your password. Please try again.
Members.ResetPassword.InvalidToken,This request is either invalid or has expired. Please make a password reset request again.
Members.ResetPassword.SuccessText,Your password has been changed.
Members.ResetPassword.Text,An email has been sent with details on how to reset your password. 
Members.ResetPassword.Title,Password reset request sent
Members.SearchMembers,Search Members
Members.SrubAndBan,Scrub Member
Members.SuccessfulSrub,All done
Members.UnableToGetEmailAddress,Unable to gain access to your email address - please check your permissions
Members.UnBanUser,Unban User
Members.Users,Users
Microsoft.Error.EnabledButNotAddedKeys,You have enabled Microsoft login but not added your AppId or Secret key to the forum.config
Moderate.AwaitingModeration,Your post is currently awaiting moderation. Once approved it will appear on the site
Moderate.NavText,Pending Posts/Topics
Moderate.NothingHere,Nothing here at the moment
Moderate.Posts,Posts
Moderate.Title,Moderate
Moderate.Topics,Topics
Notification.Subscribe,Follow
Notification.UnSubscribe,UnFollow
Notifications.NoActiveMembers,No one online at the moment
PM.AboutToExceedInboxSizeBody,You are about to exceed your private message inbox allowance
PM.AboutToExceedInboxSizeSubject,Private Message Inbox Allowance
PM.BackToInbox,Back To Inbox
PM.Block,Block
PM.Blocked,Blocked
PM.BlockedMessage,Unable to send message
PM.Create,Create
PM.CreatePrivateMessage,Create Private Message
PM.Date,Date
PM.Delete,Delete
PM.From,From: 
PM.LastActivity,Last Activity
PM.MemberIsOnline,Online
PM.MessageSent,Message Sent
PM.MessageSubject,Subject
PM.NewPrivateMessage,New Private Message
PM.NewPrivateMessageBody,{0} has just sent you a private message.
PM.NewPrivateMessageSubject,New Private Message
PM.NoMessages,You currently don't have any private messages
PM.OriginalMessage,Original Message
PM.PrivateMessages,Private Messages
PM.Read,Read
PM.ReceivedItemsOverCapcity,{0} has exceeded their inbox size - unable to send message
PM.ReceivedPrivateMessages,Received Private Messages
PM.RecipientUsername,Recipient Username
PM.Reply,Reply
PM.Send,Send
PM.SendingToQuickly,You are trying to send messages to quickly
PM.Sent,Sent:
PM.SentItemsOverCapcity,Your sent items is over capacity - delete messages to be able to send
PM.SentPrivateMessages,Sent Private Messages
PM.ShowMore,Show More Messages
PM.ShowMoreLoading,Loading...
PM.Subject,Subject
PM.TalkToSelf,Talking to yourself is a bit weird. isn't it?
PM.Title,Message: 
PM.To,To
PM.UnableFindMember,Unable to find that member
Points.ThisWeeksHighEarners,This Weeks High Earners
Poll.Button.Create,Add A Poll To This Topic
Poll.Button.Remove,Remove Poll From Topic
Poll.Button.Vote,Submit Vote
Poll.Placeholder.TypeAnswerHere,Type A Poll Answer Here
Post.Attach,Attach
Post.AttachedFiles,Attached Files
Post.Browse,Browse...
Post.Delete,Delete
Post.DeleteConfirmation,Are you sure you want to delete?
Post.Deleted,Post Deleted
Post.Edit,Edit
Post.Favourite,Favourite
Post.Favourited,Favourited
Post.FilesUploaded,Files uploaded successfully
Post.IsSolution,Is Solution
Post.Trusted,Trusted
Post.TrustedUser,Trusted User
Post.Label.IsStickyTopic,Is Sticky Topic
Post.Label.LockTopic,Lock Topic
Post.label.TopicCategory,Topic Category
Post.Label.TopicName,Topic Name
Post.LastEdited,Last edited
Post.LikedBy,Liked by
Post.MemberIsOnline,Online
Post.Move,Move
Post.Move.Description,Move post to an existing topic, or create a new one.
Post.Move.Label.NewTopicTitle,Create New Topic
Post.Move.Label.ReplyToPosts,Move Replies and Quotes Too
Post.Move.Label.Topic,Topic
Post.Move.PostTitle,Move Post
Post.Notification.NewPosts,A new post has been created in the {0} topic
Post.Notification.Subject,New Post On 
Post.Options,View Post Options
Post.OthersLiked,and {0} others
Post.Permalink,Permalink
Post.PleaseWait,Please Wait...
Post.Points,Points
Post.PostedThis,posted this
Post.Posts,Posts
Post.Quote,Quote
Post.Reply,Reply
Post.ReplyingTo,Replying To:
Post.Report,Report
Post.Updated,Post Updated
Post.Upload,Upload Files
Post.UploadBannedFileExtension,File extension not allowed
Post.UploadFileTooBig,File upload is too big
Post.VotedDown,Disliked
Post.VoteDown,Dislike
Post.VotedUp,Liked
Post.VoteUp,Like
PostedIn.PageTitle,Topics & Posts you have posted in
PostEdit.EditedBy,Edited By
PostEdit.EditedVersion,Edited
PostEdit.None,This post has not post edit history at the moment
PostEdit.OriginalVersion,Original
PostEdit.Panel.Name,Post Edit History
PostFilter.Newest,Newest
PostFilter.OrderBy,Order By:
PostFilter.Standard,Standard
PostFilter.Votes,Votes
Report.Admin,Admin
Report.MemberReport,Member Report
Report.MemberReported,Member Reported
Report.PostReport,Post Report
Report.PostReported,Post Reported In
Report.Reason,Reason
Report.Report,Report 
Report.Reporter,Reporter
Report.ReportPostBy,Report Post By: 
Report.ReportSent,Report Sent
Rss.Category.Description,Latest discussions happening in the {0} category
Rss.Category.Title,{0} Discussions
Rss.LatestActivity.Description,Recent discussions
Rss.LatestActivity.Title,Latest Forum Discussions
Search.InTopic,In Topic
Search.NoResults,Sorry no results found
Search.Results,Results Found
Search.Searching,Searching
Side.Search,Search
Side.Search.Go,Go
Side.Search.SearchFor,Search for...
SideBox.MyTools,My Tools
Site.MvcForum,MvcForum
SlidePanel.CloseConfirmation,Are you sure you want to close?
Spam.FloodTestFailed,You are posting too quickly
Stats.FooterActiveUsersText,Members Currently Online:
Stats.FooterMainStatText,Our {0} members have posted {1} times in {2} discussions
Stats.LatestMembers,Latest Members:
StopWord.Error,You have tried to enter a word or url that is not allowed on this site
SubNav.Favourites,My Favourites
SubNav.Following,Following
SubNav.Latest,Latest
SubNav.PostedIn,Posted In
SubscribedCats.NothingToShow,You are not following to any Categories
SubscribedTopics.NothingToShow,You are not following to any Topics
Tags.PopularTags,Popular Tags
Tags.NoCreatePermission,You do not have permission to create new tags, you can only use existing ones
Tasks.MarkAsSolutionReminderJob.EmailBody,Your topic {0} on {1} has {2} replies but has still not been marked as solved. Please check again to see if any answers are appropriate and mark them as the solution if they are.
Tasks.MarkAsSolutionReminderJob.Subject,Your post on {0}
TermsAndConditions.Label.Agree,I have read and agree to the site Terms and Conditions
TermsAndConditions.Label.AgreeError,You must Agree to the Terms and Conditions
TermsAndConditions.PageTitle,Agree to Terms and Conditions
TinyMCE.InsertImage.Browse,Browse
TinyMCE.InsertImage.ButtonClose,Close
TinyMCE.InsertImage.ButtonOk,Ok
TinyMCE.InsertImage.ButtonTitle,Insert Image
TinyMCE.InsertImage.EnterValidUrl,Please enter a valid url
TinyMCE.InsertImage.ExternalImage,External Image
TinyMCE.InsertImage.ImageDescription,Image Description
TinyMCE.InsertImage.LabelUploadImage,Upload Image
TinyMCE.InsertImage.MaxFileSize,Max image file size is 2mb
TinyMCE.InsertImage.OnlyImages,Only JPEG, PNG and GIF images can be uploaded
TinyMCE.InsertImage.SelectFile,Please select a file
Topic.AlreadyAnswered,Questions that may already have your answer
Topic.Category,Category
Topic.Choose,Choose Existing Topic
Topic.Comment,Answer
Topic.Comments,Answers
Topic.CommentsDetails,Comments
Topic.CreateDiscussion,Create Discussion
Topic.Deleted,Topic Deleted
Topic.DiscussionTaggedWith,Discussions Tagged With: 
Topic.HotTopics,Hot Topics
Topic.InCategory, in 
Topic.IsLocked,Topic Is Locked
Topic.IsPoll,Poll
Topic.IsSolved,Topic Is Solved
Topic.IsSticky,Topic Is Sticky
Topic.Label.Category,Choose Category
Topic.Label.PollCloseAfterDays,Close Poll After Specified Amount Of Days? Leave as 0 to disable
Topic.Label.SubscribeToTopic,Get notified of replies?
Topic.Label.Tags,Add Tag
Topic.Label.TopicTitle,Title
Topic.Label.UploadFiles,Upload Files
Topic.LastPost,Last Post
Topic.LatestBy,Latest By
Topic.Notification.NewTopics,A new topic or tag has been created in the {0} category
Topic.Notification.Subject,New Discussion On 
Topic.OptionsHeading,Topic Options
Topic.PollClosed,Closed
Topic.ShowMorePosts,Show More Posts
Topic.ShowMorePostsLoading,Loading Posts...
Topic.StartedBy,Started {0} by {1}
Topic.Subscribe,Follow
Topic.TagThisTopic,Tag this topic
Topic.TitleFallBack,Discussion Topic
Topic.UnSubscribe,UnFollow
Topic.Views,Views
Topic.Votes,Votes
Twitter.Error.EnabledButNotAddedKeys,You have enabled social logins but not added the Twitter id and secret key in the forum.config
